,name,ins_id,ticker,isin,instrument_type,market,country,sector,branch
1561,M Vest Water,2172,MVW,NO0010976343,Aktie,Oslo Growth,Norge,Industri,Energi & Återvinning
1562,Bokusgruppen,2173,BOKUS,SE0016074256,Aktie,First North,Sverige,Sällanköpsvaror,Media & Publicering
1563,Loyal Solutions,2174,LOYAL,DK0061535507,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1564,Mildef Group,2175,MILDEF,SE0016074249,Aktie,Mid Cap,Sverige,Informationsteknik,Affärs- & IT-System
1565,Permascand,2176,PSCAND,SE0015962048,Aktie,First North,Sverige,Industri,Industrikomponenter
1566,Netum,2177,NETUM,FI4000390943,Aktie,First North,Finland,Informationsteknik,Affärs- & IT-System
1567,MapsPeople,2178,MAPS,DK0061549052,Aktie,First North,Danmark,Informationsteknik,Affärs- & IT-System
1568,Nordhealth,2179,NORDH,NO0011002651,Aktie,Oslo Growth,Norge,Informationsteknik,Affärs- & IT-System
1569,Smartoptics,2180,SMOP,NO0011012502,Aktie,Oslo Growth,Norge,Telekommunikation,Telekomtjänster
1570,SaveLend,2181,YIELD,SE0015961024,Aktie,First North,Sverige,Finans & Fastighet,Kredit & Finansiering
1571,Sozap,2182,SOZAP,SE0015812524,Aktie,First North,Sverige,Sällanköpsvaror,Gaming & Spel
1572,Odinwell,2183,ODIN,SE0015809967,Aktie,Spotlight,Sverige,Hälsovård,Medicinsk Utrustning
1573,Sleep Cycle,2184,SLEEP,SE0015961404,Aktie,Small Cap,Sverige,Hälsovård,Hälsovård & Hjälpmedel
1574,Ngenic,2185,NGENIC,SE0015812573,Aktie,First North,Sverige,Industri,Energi & Återvinning
1575,Maven Wireless,2186,MAVEN,SE0015961180,Aktie,First North,Sverige,Telekommunikation,Telekomtjänster
1576,Elicera Therapeutics,2187,ELIC,SE0015382080,Aktie,First North,Sverige,Hälsovård,Läkemedel
1577,Toivo Group,2188,TOIVO,FI4000496716,Aktie,First North,Finland,Finans & Fastighet,Fastighetsbolag
1578,Merus Power,2189,MERUS,FI4000506902,Aktie,First North,Finland,Kraftförsörjning,Förnybarenergi
1579,Recreate,2190,RCR,NO0010859689,Aktie,Oslo Growth,Norge,Finans & Fastighet,Fastighetsbolag
1580,Lytix Biopharma,2191,LYTIX,NO0010405780,Aktie,Oslo Growth,Norge,Hälsovård,Biotech
1581,Aventura Group,2192,AVENT B,SE0015961438,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1582,Revolutionrace,2193,RVRC,SE0015962485,Aktie,Mid Cap,Sverige,Sällanköpsvaror,Kläder & Skor
1583,TH1NG,2194,TH1NG,SE0016074124,Aktie,First North,Sverige,Telekommunikation,Telekomtjänster
1584,MoveByBike,2195,MBBAB,SE0015988100,Aktie,Spotlight,Sverige,Industri,Tåg- & Lastbilstransport
1585,Qbrick,2196,QBRICK,SE0015962105,Aktie,NGM,Sverige,Informationsteknik,Affärs- & IT-System
1586,Aros Bostadsutveckling,2197,AROS,SE0010547786,Aktie,First North,Sverige,Finans & Fastighet,Fastighetsbolag
1587,Acast,2198,ACAST,SE0015960935,Aktie,First North,Sverige,Informationsteknik,Internettjänster
1588,CodeMill,2199,CDMIL,SE0013914819,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1589,Hexicon,2200,HEXI,SE0004898799,Aktie,First North,Sverige,Kraftförsörjning,Vindkraft
1590,Physitrack,2201,PTRK,GB00BK80TJ35,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1591,Vimian Group,2202,VIMIAN,SE0015961982,Aktie,First North,Sverige,Hälsovård,Hälsovård & Hjälpmedel
1592,Komplett,2203,KOMPL,NO0011016040,Aktie,Oslo Bors,Norge,Sällanköpsvaror,Detaljhandel
1593,Brilliant Future,2204,BRILL,SE0015811625,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1594,Creaspac SPAC,2205,CPAC SPAC,SE0016075691,SPAC,Mid Cap,Sverige,Finans & Fastighet,Kapitalförvaltning
1595,LL Lucky Games,2206,LADYLU,SE0015797873,Aktie,First North,Sverige,Sällanköpsvaror,Gaming & Spel
1596,OX2,2207,OX2,SE0016075337,Aktie,Large Cap,Sverige,Kraftförsörjning,Vindkraft
1597,Creturner,2208,CRET,SE0013460375,Aktie,NGM,Sverige,Informationsteknik,Affärs- & IT-System
1598,Wall to Wall,2209,WTW A,SE0016075246,Aktie,Small Cap,Sverige,Industri,Stödtjänster & Service
1599,Biosergen,2210,BIOSGN,SE0016013460,Aktie,First North,Sverige,Hälsovård,Biotech
1600,Intellego Technologies,2212,INT,SE0016075063,Aktie,First North,Sverige,Informationsteknik,Elektronik & Tillverkning
1601,USWE Sports,2213,USWE,SE0015949771,Aktie,First North,Sverige,Sällanköpsvaror,Accessoarer
1602,Solwers,2214,SOLWERS,FI4000452545,Aktie,First North,Finland,Industri,Affärskonsulter
1603,Green Hydrogen,2215,GREENH,DK0061540341,Aktie,Mid Cap,Danmark,Kraftförsörjning,Bioenergi
1604,Elopak,2216,ELO,NO0011002586,Aktie,Oslo Bors,Norge,Material,Förpackning
1605,Måsoval,2217,MAS,NO0010974983,Aktie,Oslo Growth,Norge,Dagligvaror,Fiskodling
1606,Corem Property D,2218,CORE D,SE0015961594,Aktie,Large Cap,Sverige,Finans & Fastighet,Fastighetsbolag
1607,Archelon Natural,2219,ALONNR B,SE0020355188,Aktie,NGM,Sverige,Material,Gruv - Prospekt & Drift
1608,Linkfire,2220,LINKFI,DK0061550811,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1609,Eevia Health,2221,EEVIA,FI4000496658,Aktie,Spotlight,Sverige,Dagligvaror,Hälsoprodukter
1610,Puuilo,2222,PUUILO,FI4000507124,Aktie,Mid Cap,Finland,Sällanköpsvaror,Detaljhandel
1611,Spinnova,2223,SPINN,FI4000507595,Aktie,First North,Finland,Sällanköpsvaror,Kläder & Skor
1612,SmartCraft,2224,SMCRT,NO0011008971,Aktie,Oslo Bors,Norge,Informationsteknik,Affärs- & IT-System
1613,Alternus Energy,2225,ALT,IE00BLRPRP89,Aktie,Oslo Growth,Norge,Kraftförsörjning,Solkraft
1614,Aquaporin,2226,AQP,DK0061555109,Aktie,Small Cap,Danmark,Kraftförsörjning,Vattenförsörjning
1615,First Venture,2227,FIRST B,SE0016075451,Aktie,First North,Sverige,Finans & Fastighet,Investmentbolag
1616,Profoto,2228,PRFO,SE0015962147,Aktie,Mid Cap,Sverige,Industri,Industrikomponenter
1617,Wyld Networks,2229,WYLD,SE0015812516,Aktie,First North,Sverige,Informationsteknik,Kommunikation
1618,OrderYOYO,2230,YOYO,DK0061553831,Aktie,First North,Danmark,Informationsteknik,Affärs- & IT-System
1619,SameSystem,2231,SAME,DK0061551033,Aktie,First North,Danmark,Informationsteknik,Affärs- & IT-System
1620,Amniotics,2232,AMNI,SE0015961016,Aktie,First North,Sverige,Hälsovård,Läkemedel
1621,Freemelt,2233,FREEM,SE0011167170,Aktie,First North,Sverige,Industri,Industrimaskiner
1622,Godsinlösen,2234,GIAB,SE0016101760,Aktie,First North,Sverige,Industri,Stödtjänster & Service
1623,Gigante Salmon,2236,GIGA,NO0011013765,Aktie,Oslo Growth,Norge,Dagligvaror,Fiskodling
1624,Diagonal Bio,2237,DIABIO,SE0015961826,Aktie,First North,Sverige,Hälsovård,Biotech
1625,Fragbite,2238,FRAG,SE0015949334,Aktie,First North,Sverige,Sällanköpsvaror,Gaming & Spel
1626,Modus Therapeutics,2239,MODTX,SE0015987904,Aktie,First North,Sverige,Hälsovård,Biotech
1627,Pila Pharma,2240,PILA,SE0015988274,Aktie,First North,Sverige,Hälsovård,Läkemedel
1628,Edyoutec,2241,EDYOU,SE0015811377,Aktie,Spotlight,Sverige,Sällanköpsvaror,Gaming & Spel
1629,Vow Green Metals,2242,VGM,NO0011037483,Aktie,Oslo Growth,Norge,Kraftförsörjning,Bioenergi
1630,Akobo Minerals,2243,AKOBO,SE0015193412,Aktie,Oslo Growth,Norge,Material,Gruv - Prospekt & Drift
1631,Aquaticus Real Estate,2244,AQUAT,SE0015244132,Aktie,Spotlight,Sverige,Finans & Fastighet,Fastighetsbolag
1632,Ectin Research,2245,ECTIN B,SE0015987714,Aktie,Spotlight,Sverige,Hälsovård,Läkemedel
1633,Transfer Group,2246,TRNSF,SE0011870757,Aktie,NGM,Sverige,Industri,Säkerhet
1634,Söder Sportfiske,2247,SODER,SE0016276539,Aktie,First North,Sverige,Sällanköpsvaror,Fritid & Sport
1635,Arlandastad,2248,AGROUP,SE0016276851,Aktie,First North,Sverige,Finans & Fastighet,Fastighetsbolag
1636,Kjell Group,2249,KJELL,SE0016797591,Aktie,First North,Sverige,Sällanköpsvaror,Detaljhandel
1637,Kiliaro,2250,KILI,SE0016275333,Aktie,First North,Sverige,Informationsteknik,Internettjänster
1638,Aprendere Skolor,2251,APRNDR,SE0015960778,Aktie,First North,Sverige,Industri,Utbildning
1639,CTEK,2253,CTEK,SE0016798763,Aktie,Mid Cap,Sverige,Industri,Elektroniska komponenter
1640,eEducation Albert,2254,ALBERT,SE0016797989,Aktie,First North,Sverige,Informationsteknik,Internettjänster
1641,FSport,2255,FSPORT,SE0016288641,Aktie,First North,Sverige,Sällanköpsvaror,Betting & Casino
1642,Fastighetsbolag Emilshus Pref,2256,EMIL PREF,SE0016785794,Pref,Mid Cap,Sverige,Finans & Fastighet,Fastighetsbolag
1643,Anora Group,2257,ANORA,FI4000292438,Aktie,Mid Cap,Finland,Dagligvaror,Bryggeri
1644,Bioretec,2259,BRETEC,FI4000480454,Aktie,First North,Finland,Hälsovård,Läkemedel
1645,EcoUp,2260,ECOUP,FI4000511563,Aktie,First North,Finland,Industri,Energi & Återvinning
1646,Modulight,2261,MODU,FI4000511506,Aktie,First North,Finland,Hälsovård,Medicinsk Utrustning
1647,CS Medica,2262,CSMED,DK0061668225,Aktie,Spotlight,Danmark,Hälsovård,Läkemedel
1648,First North All,2263,FIRSTNORTHSEK,SE0001718701,Index GI,Index,Sverige,N/A,N/A
1649,Barramundi,2264,BARRA,SGXZ33675836,Aktie,Oslo Growth,Norge,Dagligvaror,Fiskodling
1650,BioFish,2265,BFISH,NO0010955198,Aktie,Oslo Growth,Norge,Dagligvaror,Fiskodling
1651,Havila Kystruten,2266,HKY,NO0011045429,Aktie,Oslo Growth,Norge,Industri,Sjöfart & Rederi
1652,Sparebank 68 grader nord,2267,SB68,NO0010887110,Aktie,Oslo Growth,Norge,Finans & Fastighet,Banker
1653,Questback,2268,QUEST,NO0011019119,Aktie,Oslo Growth,Norge,Informationsteknik,Affärs- & IT-System
1654,Astrocast,2269,ASTRO,CH1122548808,Aktie,Oslo Growth,Norge,Informationsteknik,Kommunikation
1655,Western Bulk Chartering,2270,WEST,NO0010768096,Aktie,Oslo Growth,Norge,Industri,Sjöfart & Rederi
1656,Genetic Analysis,2271,GEAN,NO0010692130,Aktie,Spotlight,Norge,Hälsovård,Läkemedel
1657,Pyrum Innovations,2272,PYRUM,DE000A2G8ZX8,Aktie,Oslo Growth,Norge,Industri,Energi & Återvinning
1658,Sound Dimension,2273,SOUND,SE0016589063,Aktie,Spotlight,Sverige,Informationsteknik,Elektronisk Utrustning
1659,Storskogen,2274,STOR B,SE0016797732,Aktie,Large Cap,Sverige,Finans & Fastighet,Investmentbolag
1660,Truecaller,2275,TRUE B,SE0016787071,Aktie,Large Cap,Sverige,Informationsteknik,Kommunikation
1661,Loihde,2276,LOIHDE,FI4000014238,Aktie,First North,Finland,Informationsteknik,Säkerhet & Bevakning
1662,Brain+,2277,BRAINP,DK0061670205,Aktie,First North,Danmark,Hälsovård,Läkemedel
1663,Inderes,2278,INDERES,FI4000348651,Aktie,First North,Finland,Industri,Information & Data
1664,Nordisk Bergteknik,2279,NORB B,SE0015812128,Aktie,Small Cap,Sverige,Material,Gruv - Service
1665,Haypp Group,2280,HAYPP,SE0016829469,Aktie,First North,Sverige,Dagligvaror,Tobak
1666,Netel Holding,2281,NETEL,SE0016798417,Aktie,Small Cap,Sverige,Telekommunikation,Telekomtjänster
1667,Byggfakta,2282,BFG,SE0016798581,Aktie,Mid Cap,Sverige,Industri,Information & Data
1668,Lifeline SPAC,2283,LL1SPAC,FI4000512496,SPAC,Mid Cap,Finland,Finans & Fastighet,Kapitalförvaltning
1669,Flat Capital,2284,FLAT B,SE0016609846,Aktie,First North,Sverige,Finans & Fastighet,Investmentbolag
1670,Autostore,2285,AUTO,BMG0670A1099,Aktie,Oslo Bors,Norge,Industri,Industrimaskiner
1671,Pagero Group,2286,PAGERO,SE0016830517,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1672,Hilbert Group,2287,HILB B,SE0016278154,Aktie,First North,Sverige,Finans & Fastighet,Investmentbolag
1673,Advanced SolTech,2288,ASAB,SE0016101521,Aktie,First North,Sverige,Kraftförsörjning,Solkraft
1674,Volvo Car,2289,VOLCAR B,SE0016844831,Aktie,Large Cap,Sverige,Sällanköpsvaror,Bil & Motor
1675,Synsam,2290,SYNSAM,SE0016829709,Aktie,Mid Cap,Sverige,Sällanköpsvaror,Accessoarer
1676,Medhelp Care,2291,MEDHLP,SE0016799001,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1677,XP Chemistries,2292,XPC,SE0016787279,Aktie,First North,Sverige,Material,Kemikalier
1678,Fifax,2293,FIFAX,FI4000496328,Aktie,First North,Finland,Dagligvaror,Fiskodling
1679,Investment AB Spiltan,2294,SPLTN,SE0013382546,Aktie,NGM,Sverige,Finans & Fastighet,Investmentbolag
1680,Candles Scandinavia,2296,CANDLE B,SE0016797773,Aktie,First North,Sverige,Sällanköpsvaror,Möbler & Inredning
1681,Compodium,2297,COMPDM,SE0016844468,Aktie,First North,Sverige,Informationsteknik,Säkerhet & Bevakning
1682,Norditek,2298,NOTEK,SE0016843486,Aktie,First North,Sverige,Industri,Energi & Återvinning
1683,PixelFox,2299,PIXEL,SE0013409273,Aktie,NGM,Sverige,Sällanköpsvaror,Accessoarer
1684,SolidX,2300,SOLIDX,SE0016797971,Aktie,Spotlight,Sverige,Informationsteknik,IT-Konsulter
1685,Qlucore,2301,QCORE,SE0016829824,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1686,Preservium Property,2302,PRESRV,SE0016829790,Aktie,Spotlight,Sverige,Finans & Fastighet,Fastighetsbolag
1687,SHT Smart High-Tech,2303,SHT B,SE0016843809,Aktie,Spotlight,Sverige,Informationsteknik,Elektronik & Tillverkning
1688,Lemonsoft,2304,LEMON,FI4000512678,Aktie,First North,Finland,Informationsteknik,Affärs- & IT-System
1689,Movinn,2305,MOVINN,DK0061555539,Aktie,First North,Danmark,Finans & Fastighet,Fastighetsbolag
1690,Scandinavian Medical,2306,SMSMED,DK0061675006,Aktie,First North,Danmark,Hälsovård,Medicinsk Utrustning
1691,Q-Interline,2307,QINTER,DK0061677135,Aktie,First North,Danmark,Industri,Mätning & Analys
1692,Bubbleroom,2308,BBROOM,SE0016288476,Aktie,First North,Sverige,Sällanköpsvaror,Kläder & Skor
1693,Opter,2309,OPTER,SE0016829501,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1694,Alpcot,2311,ALPCOT B,SE0016845655,Aktie,First North,Sverige,Finans & Fastighet,Kapitalförvaltning
1695,Sun4Energy,2312,SUN4,SE0016609911,Aktie,NGM,Sverige,Kraftförsörjning,Solkraft
1696,Resqunit,2313,RESQ,SE0017131220,Aktie,First North,Sverige,Dagligvaror,Fiskodling
1697,Logistea B,2314,LOGI B,SE0017131337,Aktie,Mid Cap,Sverige,Finans & Fastighet,Fastighetsbolag
1698,Duell,2315,DUELL,FI4000513072,Aktie,First North,Finland,Sällanköpsvaror,Bil & Motor
1699,Hove,2316,HOVE,DK0061675279,Aktie,First North,Danmark,Industri,Industrikomponenter
1700,Edda Wind,2317,EWIND,NO0010998529,Aktie,Oslo Bors,Norge,Kraftförsörjning,Vindkraft
1701,Adtraction,2318,ADTR,SE0016833149,Aktie,First North,Sverige,Sällanköpsvaror,Marknadsföring
1702,Careium,2319,CARE,SE0017131824,Aktie,First North,Sverige,Informationsteknik,Säkerhet & Bevakning
1703,ChargePanel,2320,CHARGE,SE0017083835,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1704,Devyser Diagnostics,2321,DVYSR,SE0016588867,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
1705,KlaraBo,2322,KLARA B,SE0010832287,Aktie,Mid Cap,Sverige,Finans & Fastighet,Fastighetsbolag
1706,Kvix,2323,KVIX,SE0016610083,Aktie,NGM,Sverige,Sällanköpsvaror,Fritid & Sport
1707,Nattaro Labs,2325,NATTA,SE0016844534,Aktie,Spotlight,Sverige,Industri,Stödtjänster & Service
1708,Nivika Fastigheter,2326,NIVI B,SE0017083272,Aktie,Mid Cap,Sverige,Finans & Fastighet,Fastighetsbolag
1709,Norva24,2327,NORVA,SE0017084759,Aktie,Mid Cap,Sverige,Industri,Installation & VVS
1710,Solid Försäkring,2328,SFAB,SE0017082548,Aktie,Small Cap,Sverige,Finans & Fastighet,Försäkring
1711,Tobii Dynavox,2329,TDVOX,SE0017105620,Aktie,Mid Cap,Sverige,Informationsteknik,Biometri
1712,Titania,2330,TITA B,SE0017132129,Aktie,First North,Sverige,Finans & Fastighet,Fastighetsbolag
1713,Mestro,2331,MESTRO,SE0017071020,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1714,Viva Wine,2332,VIVA,SE0017084361,Aktie,First North,Sverige,Dagligvaror,Drycker
1715,BPC Instruments,2334,BPCINS,SE0017130826,Aktie,Spotlight,Sverige,Hälsovård,Medicinsk Utrustning
1716,Case Group,2335,CASE,SE0017082514,Aktie,First North,Sverige,Finans & Fastighet,Kapitalförvaltning
1717,Nordic Asia,2336,NAIG B,SE0016609333,Aktie,First North,Sverige,Finans & Fastighet,Fondförvaltning
1718,Aiforia Technologies,2337,AIFORIA,FI4000507934,Aktie,First North,Finland,Informationsteknik,Affärs- & IT-System
1719,Springvest,2338,SPRING,FI4000369442,Aktie,First North,Finland,Finans & Fastighet,Kredit & Finansiering
1720,Betolar,2339,BETOLAR,FI4000512587,Aktie,First North,Finland,Industri,Byggmaterial
1721,Digital Workforce,2340,DWF,FI4000513015,Aktie,First North,Finland,Informationsteknik,Affärs- & IT-System
1722,Lamor,2341,LAMOR,FI4000512488,Aktie,Small Cap,Finland,Industri,Energi & Återvinning
1723,Norrhydro,2342,NORRH,FI4000251954,Aktie,First North,Finland,Industri,Industrikomponenter
1724,Relesys,2343,RELE,DK0061680436,Aktie,First North,Danmark,Informationsteknik,Affärs- & IT-System
1725,Höegh Autoliners,2344,HAUTO,NO0011082075,Aktie,Oslo Bors,Norge,Industri,Sjöfart & Rederi
1726,Kempower,2345,KEMPOWR,FI4000513593,Aktie,First North,Finland,Industri,Elektroniska komponenter
1727,MTI Investment,2346,MTI,SE0017105539,Aktie,First North,Sverige,Finans & Fastighet,Investmentbolag
1728,W5 Solutions,2347,W5,SE0016786040,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1729,Administer,2348,ADMIN,FI4000513411,Aktie,First North,Finland,Informationsteknik,Affärs- & IT-System
1730,Norwegian Block Exchange,2349,NBX,NO0010984966,Aktie,Oslo Growth,Norge,Informationsteknik,Affärs- & IT-System
1731,Tura Group,2351,TURA,SE0017083355,Aktie,Spotlight,Sverige,Sällanköpsvaror,Detaljhandel
1732,Purmo Group,2352,PURMO,FI4000507488,Aktie,Mid Cap,Finland,Industri,Installation & VVS
1733,Capsol Technologies,2353,CAPSL,NO0010923121,Aktie,Oslo Growth,Norge,Industri,Energi & Återvinning
1734,Aurora Eiendom,2354,AURA,NO0011032310,Aktie,Oslo Growth,Norge,Finans & Fastighet,Fastighetsbolag
1735,Himalaya Shipping,2355,HSHP,BMG4660A1036,Aktie,Oslo Expand,Norge,Industri,Sjöfart & Rederi
1736,Windon,2356,WEG,SE0017131865,Aktie,Spotlight,Sverige,Kraftförsörjning,Solkraft
1737,Dala Energi,2359,DE,SE0000201253,Aktie,First North,Sverige,Kraftförsörjning,Elförsörjning
1738,Learning 2 Sleep,2360,L2S,SE0017083694,Aktie,First North,Sverige,Informationsteknik,Internettjänster
1739,Newbury Pharmaceuticals,2361,NEWBRY,SE0015244884,Aktie,First North,Sverige,Hälsovård,Läkemedel
1740,Zazz Energy,2362,ZAZZ B,SE0017483175,Aktie,First North,Sverige,Kraftförsörjning,Bioenergi
1741,Smart Valor,2363,SMART SDB,SE0017133820,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1742,Gram Car Carriers,2364,GCC,NO0011109563,Aktie,Oslo Bors,Norge,Industri,Sjöfart & Rederi
1743,Purefun,2365,PURE,SE0017232838,Aktie,First North,Sverige,Sällanköpsvaror,Accessoarer
1744,Hyon,2366,HYON,NO0011204158,Aktie,Oslo Growth,Norge,Kraftförsörjning,Bioenergi
1745,Vår Energi,2367,VAR,NO0011202772,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Exploatering
1746,Lyckegård,2368,LYGRD,SE0017160575,Aktie,First North,Sverige,Dagligvaror,Jordbruk
1747,Move About,2369,MOV,SE0016830335,Aktie,First North,Sverige,Sällanköpsvaror,Bil & Motor
1748,RightBridge Ventures,2371,RIGHTB,SE0019070749,Aktie,First North,Sverige,Finans & Fastighet,Investmentbolag
1749,Cool Company,2372,CLCO,BMG2415A1137,Aktie,Oslo Growth,Norge,Industri,Sjöfart & Rederi
1750,BeammWave,2373,BEAMMW B,SE0016799068,Aktie,First North,Sverige,Informationsteknik,Kommunikation
1751,Ocean GeoLoop,2374,OCEAN,NO0010914641,Aktie,Oslo Growth,Norge,Industri,Energi & Återvinning
1752,Northgold,2375,NG,SE0017131071,Aktie,First North,Sverige,Material,Gruv - Guld & Silver
1753,Bawat Water,2376,BAWAT,SE0017487424,Aktie,First North,Sverige,Industri,Sjöfart & Rederi
1754,CombinedX,2377,CX,SE0012065589,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1755,Tendo,2378,TENDO,SE0017486426,Aktie,Spotlight,Sverige,Hälsovård,Hälsovård & Hjälpmedel
1756,Swedish Logistic Property,2379,SLP B,SE0017565476,Aktie,Mid Cap,Sverige,Finans & Fastighet,Fastighetsbolag
1757,Evli,2380,EVLI,FI4000513437,Aktie,Mid Cap,Finland,Finans & Fastighet,Kapitalförvaltning
1758,Oneflow,2381,ONEF,SE0017564461,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1759,LapWall,2382,LAPWALL,FI4000511597,Aktie,First North,Finland,Industri,Byggmaterial
1760,Momentum Group,2383,MMGR B,SE0017562523,Aktie,Mid Cap,Sverige,Industri,Industrikomponenter
1761,Odfjell Technology,2384,OTL,BMG6716L1081,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Borrning
1762,High Coast Distillery,2385,HIGHCO B,SE0003848613,Aktie,First North,Sverige,Dagligvaror,Bryggeri
1763,Pallas Air,2386,PALLAS,FI4000518386,Aktie,First North,Finland,Industri,Installation & VVS
1764,Katalysen Ventures,2387,KAV,SE0016798045,Aktie,Spotlight,Sverige,Finans & Fastighet,Investmentbolag
1765,Renewable Ventures,2388,RVN,SE0017768658,Aktie,Spotlight,Sverige,Finans & Fastighet,Investmentbolag
1766,Promimic,2389,PRO,SE0017487242,Aktie,First North,Sverige,Hälsovård,Biotech
1767,Västra Hamnen,2390,VH,SE0017767031,Aktie,First North,Sverige,Finans & Fastighet,Kredit & Finansiering
1768,Arctic Blue Beverages,2391,ARCTIC,SE0017769136,Aktie,First North,Sverige,Dagligvaror,Bryggeri
1769,Witted Megacorp,2392,WITTED,FI4000517461,Aktie,First North,Finland,Informationsteknik,IT-Konsulter
1770,WPU - Waste Plastic Upcycling,2394,WPU,DK0061676400,Aktie,Oslo Growth,Norge,Industri,Energi & Återvinning
1771,Hubbster,2395,HUBS,SE0015194659,Aktie,NGM,Sverige,Informationsteknik,Affärs- & IT-System
1772,4C Group,2396,4C,SE0017936891,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1773,Job Solution Sweden,2397,JOBS,SE0017564800,Aktie,First North,Sverige,Industri,Bemanning
1774,Skolon,2398,SKOLON,SE0017615784,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
1775,Vultus,2399,VULTS,SE0017616006,Aktie,Spotlight,Sverige,Informationsteknik,Affärs- & IT-System
1776,My Beat,2400,MYBEAT,SE0017483159,Aktie,Spotlight,Sverige,Telekommunikation,Bredband & Telefoni
1777,Engcon,2401,ENGCON B,SE0017769847,Aktie,Mid Cap,Sverige,Industri,Industrikomponenter
1778,Sweden BuyersClub,2402,BUY,SE0015660287,Aktie,First North,Sverige,Informationsteknik,Betalning & E-handel
1779,Asuntosalkku,2403,ASUNTO,FI4000517602,Aktie,First North,Finland,Finans & Fastighet,Fastighetsbolag
1780,Arcede Pharma,2405,ARCEDE,SE0018168742,Aktie,Spotlight,Sverige,Hälsovård,Läkemedel
1781,Inify Laboratories,2406,INIFY,SE0017486103,Aktie,Oslo Growth,Norge,Hälsovård,Medicinsk Utrustning
1782,Nordic Technology,2407,NTG,NO0011018434,Aktie,Oslo Growth,Norge,Industri,Förnybarenergi
1783,Fastighetsbolaget Emilshus,2408,EMIL B,SE0016785786,Aktie,Mid Cap,Sverige,Finans & Fastighet,Fastighetsbolag
1784,H. Lundbeck A,2409,HLUN A,DK0061804697,Stocks2,Large Cap,Danmark,Hälsovård,Läkemedel
1785,F-Secure,2410,FSECURE,FI4000519236,Aktie,Mid Cap,Finland,Informationsteknik,Säkerhet & Bevakning
1786,Swiss Properties Invest,2411,SWISS,DK0061805660,Aktie,First North,Danmark,Finans & Fastighet,Fastighetsbolag
1787,Standard Supply,2412,STSU,NO0012547308,Aktie,Oslo Growth,Norge,Industri,Sjöfart & Rederi
1788,Alleima,2413,ALLEI,SE0017615644,Aktie,Large Cap,Sverige,Industri,Industrikomponenter
1789,Tingsvalvet B,2414,TINGS B,SE0018534497,Stocks2,Spotlight,Sverige,Finans & Fastighet,Fastighetsbolag
1790,Tingsvalvet Pref,2415,TINGS PREF,SE0018040727,Pref,Spotlight,Sverige,Finans & Fastighet,Fastighetsbolag
1791,Railway Metrics & Dynamics,2416,RMDX,SE0011451921,Aktie,Spotlight,Sverige,Informationsteknik,Affärs- & IT-System
1792,BellPal Holding,2417,BELLP,SE0019176066,Aktie,NGM,Sverige,Hälsovård,Hälsovård & Hjälpmedel
1793,Hoi Publishing,2418,HOI B,SE0017830789,Aktie,NGM,Sverige,Industri,Media & Publicering
1794,Dividend Sweden,2419,DIV B,SE0017085145,Aktie,NGM,Sverige,Finans & Fastighet,Investmentbolag
1795,Sparebank 1 Sorost-Norge,2420,SOON,NO0006000207,Aktie,Oslo Bors,Norge,Finans & Fastighet,Banker
1796,Sogn Sparebank,2421,SOGN,NO0006000603,Aktie,Oslo Bors,Norge,Finans & Fastighet,Banker
1797,Sparebank 1 Nord-Norge,2422,NONG,NO0006000801,Aktie,Oslo Bors,Norge,Finans & Fastighet,Banker
1798,Sparebanken Vest,2423,SVEG,NO0006000900,Aktie,Oslo Bors,Norge,Finans & Fastighet,Banker
1799,Sandnes Sparebank,2424,SADG,NO0006001007,Aktie,Oslo Bors,Norge,Finans & Fastighet,Banker
1800,Totens Sparebank,2425,TOTG,NO0006001205,Aktie,Oslo Bors,Norge,Finans & Fastighet,Banker
1801,Sparebanken Sor,2426,SOR,NO0006001502,Aktie,Oslo Bors,Norge,Finans & Fastighet,Banker
1802,Aurskog Sparebank,2427,AURG,NO0006001601,Aktie,Oslo Bors,Norge,Finans & Fastighet,Banker
